Alloy;No;S_Phase;Phase;a (Å);δ;T_m (K);σT_m (K);ΔH_mix (kJ/mol);σH_mix (kJ/mol);S_id (R);χ;Δχ;VEC;σVEC;Bulk Modulus (GPa);σBulk (GPa);Young's modulus E (GPa);Shear modulus G (GPa);Ag;Al;As;Au;B;Ba;Be;Bi;Br;C;Ca;Cd;Ce;Cl;Co;Cr;Cs;Cu;Dy;Er;Eu;F;Fe;Ga;Gd;Ge;H;Hf;Hg;Ho;I;In;Ir;K;La;Li;Lu;Mg;Mn;Mo;N;Na;Nb;Nd;Ne;Ni;Ns;O;Os;P;Pb;Pd;Pr;Pt;Rb;Re;Rh;Ru;S;Sb;Sc;Se;Si;Sm;Sn;Sr;Ta;Tb;Te;Ti;Tl;Tm;V;W;Y;Yb;Zn;Zr
B6Co21V2;3;IM;IM;1,1663;0,152301;1916,8276;244,0659;-19,5767;3,4145;0,7441;1,8959;0,0967;7,4828;2,49994;187,7241;19,1957;160,1724;57,5517;0;0;0;0;6;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
B2CoW2;3;IM;IM;1,1250;0,224540;2771,2000;783,5469;-27,8400;7,7723;1,0549;2,1360;0,1920;5,4000;2,24499;249,6000;51,8675;206,2000;79,4000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
B2Co3Zr;3;IM;IM;1,1660;0,235414;2021,6667;264,1468;-45,4444;10,7039;1,0114;1,8417;0,2398;6,1667;2,85287;164,6667;76,2248;115,6667;43,0000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
B3FeNd2;3;IM;IM;1,1635;0,316587;1908,6667;472,4919;-41,1111;11,3102;1,0114;1,7050;0,4064;3,8333;1,86339;151,0000;86,2844;48,8333;19,1000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B4Fe4Nd;3;IM;IM;1,0982;0,251152;1993,0000;353,3736;-30,0247;8,2773;0,9650;1,8467;0,2687;5,2222;2,48452;178,6667;57,7658;98,3333;38,2556;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BFe14Nd2;3;IM;IM;1,2632;0,134030;1782,1765;217,4332;-6,0069;6,0755;0,5783;1,7612;0,2321;7,1176;1,90610;156,9412;47,3441;178,5882;69,4471;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B6Hf2Ni21;3;IM;IM;1,1808;0,171261;1910,1379;297,2495;-26,5398;5,9263;0,7441;1,8948;0,1701;8,1379;3,02546;184,2759;26,8365;150,2069;57,1034;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B4InNi15;3;IM;IM;1,1815;0,170668;1787,2875;397,3485;-13,3800;5,9695;0,6874;1,9295;0,0620;8,2500;3,03109;179,8000;44,8013;150,5500;57,0000;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIn2Ni7;3;IM;IM;1,2860;0,175024;1530,4500;580,1971;-4,1600;6,5336;0,8018;1,8970;0,0700;7,9000;3,20780;148,4000;75,3329;142,2000;53,2000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B2MgNi7;3;IM;IM;1,1963;0,180114;1771,7000;374,1938;-14,8800;4,7221;0,8018;1,8760;0,1955;7,8000;3,37046;175,3000;46,7719;144,5000;54,9000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B6Mn2Ni21;3;IM;IM;1,1650;0,152914;1842,0690;264,1752;-17,8074;3,6638;0,7441;1,9121;0,1115;8,3448;2,83179;184,9655;24,9834;158,4828;55,0345;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B2Mo2Ni;3;IM;IM;1,1224;0,223251;2443,6000;433,4312;-31,6800;7,3694;1,0549;2,0620;0,0930;5,6000;2,57682;217,6000;18,9905;171,6000;63,2000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B6Ni21Sb2;3;IM;IM;1,1830;0,174702;1799,6400;348,5777;-13,2699;6,5984;0,7441;1,9466;0,0593;8,2069;2,94055;179,5862;41,3976;148,6207;56,4138;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B6Ni21Sn2;3;IM;IM;1,1837;0,175813;1772,1434;425,4167;-14,1546;5,8673;0,7441;1,9403;0,0524;8,1379;3,02546;180,6897;37,7698;148,2759;56,2759;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
B2NiTa;3;IM;IM;1,0790;0,247493;2429,0000;558,0148;-46,2500;9,3802;1,0397;1,8725;0,2215;5,2500;2,86138;207,0000;18,4120;96,5000;36,2500;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
B6Ni21Ta2;3;IM;IM;1,1706;0,157962;1964,2069;438,4737;-23,2580;3,9005;0,7441;1,9086;0,1228;8,2069;2,94055;190,4828;17,8396;157,6552;59,7931;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
B6Ni20Ti3;3;IM;IM;1,1802;0,165268;1878,5172;248,6477;-28,6516;4,9394;0,8169;1,8986;0,1324;7,9310;3,09539;181,8621;30,0663;149,9310;56,9655;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
B6Ni21Zr2;3;IM;IM;1,1825;0,173934;1884,0690;257,8076;-28,2235;7,0950;0,7441;1,8969;0,1629;8,1379;3,02546;176,6897;51,2257;149,4483;57,3103;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Bi2CaMg2;3;IM;IM;1,6556;0,097738;810,0800;227,7416;-26,2400;12,0757;1,0549;1,5320;0,4142;3,2000;1,46969;33,8000;10,4766;34,8000;13,0800;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BiCuMg;3;IM;IM;1,4763;0,096035;941,8233;332,2012;0,8889;6,0811;1,0986;1,7433;0,3103;6,0000;3,74166;72,0000;48,4218;69,0000;25,6667;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CaAl2Zn2;3;IM;IM;1,5260;0,147842;873,4600;161,8065;-12,8000;6,4334;1,0549;1,5040;0,2526;6,4000;4,58694;61,8000;22,5601;75,2000;29,0800;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
CaAlZn;3;IM;IM;1,6010;0,165893;913,7167;172,9763;-18,2222;6,5568;1,0986;1,4200;0,2974;5,6667;4,49691;54,3333;26,5121;66,0000;25,4667;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Ca7Mg6Si14;3;IM;IM;1,4659;0,238544;1368,9259;336,6966;-40,7901;10,4380;1,0248;1,5356;0,3931;3,0370;0,99931;66,2593;36,3294;39,5556;5,6963;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ca6.23Mg3.78Sn7;3;IM;IM;1,7462;0,100147;821,3374;273,9374;-32,3756;11,4285;1,0675;1,4640;0,4305;2,8230;0,98422;40,0947;18,2381;37,9012;13,8955;0;0;0;0;0;0;0;0;0;0;6,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
Ca2Mg6Zn3;3;IM;IM;1,6130;0,119248;895,0945;142,7980;-9,1240;3,6187;0,9949;1,3464;0,2184;4,7273;4,45362;46,7273;17,6073;57,6364;22,3455;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Ca65Mg15Zn20;3;AM;AM;1,8036;0,134526;1001,7360;168,4390;-14,2600;4,1950;0,8865;1,1765;0,2603;4,0000;4,00000;31,8000;21,4560;41,3500;15,9600;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0
CdIn3Na2;3;IM;IM;1,7098;0,063704;437,5597;74,8340;-4,0000;1,2472;1,0114;1,4817;0,3914;3,8333;3,76017;9,1000;14,9807;17,1667;4,2667;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cd5Li4Mg;3;IM;IM;1,5517;0,018269;570,8700;134,7901;-11,6000;2,7097;0,9433;1,3680;0,3353;6,6000;5,40740;29,9000;15,4561;31,4640;12,8800;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Co5Cr2Mo3;3;IM;IM;1,2842;0,040175;2188,8000;488,4581;-4,6000;1,1531;1,0297;1,9200;0,1778;7,5000;1,50000;191,0000;26,6271;259,0000;96,5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CoCrNi;3;SS;FCC;1,2487;0,001646;1892,0000;204,3004;-4,8889;1,7996;1,0986;1,8167;0,1115;8,3333;1,69967;173,3333;9,4281;229,3333;88,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CoFeNi;3;SS;FCC;1,2460;0,003276;1769,0000;33,8920;-1,3333;0,5092;1,0986;1,8733;0,0330;9,0000;0,81650;176,6667;4,7140;206,6667;77,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CoMnNi;3;SS;FCC;1,2823;0,037347;1671,6667;109,1798;-5,7778;2,0797;1,0986;1,7800;0,1631;8,6667;1,24722;160,0000;28,2843;202,3333;50,3333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cr6Fe18Mo5;3;IM;IM;1,2637;0,035957;2074,4138;402,1868;-1,3698;0,3564;0,9251;1,8517;0,1558;7,2414;0,97043;178,2759;23,9351;245,4138;95,3793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CrFeNi;3;SS;FCC;1,2453;0,002650;1906,3333;196,4558;-4,4444;1,6455;1,0986;1,8000;0,1042;8,0000;1,63299;170,0000;8,1650;230,0000;91,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cr9Mo21Ni20;3;IM;IM;1,2957;0,044221;2299,9200;531,6543;-6,7200;1,8528;1,0395;1,9700;0,1841;7,6000;1,95959;197,4000;28,6224;268,4000;101,5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu2GeLi;3;IM;IM;1,3288;0,083485;1095,1475;375,1582;-16,8750;6,3760;1,0397;1,6975;0,4167;6,7500;4,38035;72,7500;67,3624;66,2275;25,0500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CuGeLi2;3;IM;IM;1,3890;0,094091;869,1175;418,6780;-22,6250;8,0120;1,0397;1,4675;0,4890;4,2500;4,08503;40,5000;57,6216;34,9550;14,1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu2In3Sn1;3;IM;IM;1,5255;0,115078;751,6450;429,4218;8,2222;2,4987;1,0114;1,8500;0,0728;5,8333;3,67045;56,3333;62,6143;57,1667;19,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
CuMgSb;3;IM;IM;1,4963;0,103205;1061,5167;209,6296;-5,3333;5,4907;1,0986;1,7533;0,3194;6,0000;3,74166;75,6667;45,5070;76,6667;28,3333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu16Mg6Si7;3;IM;IM;1,3147;0,117873;1347,2869;255,2693;-16,6849;5,1405;0,9972;1,7779;0,2390;7,4483;3,99643;110,6897;37,3410;92,3793;30,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu3MgSi;3;IM;IM;1,3176;0,113647;1336,6620;242,9772;-14,7200;4,8755;0,9503;1,7820;0,2360;7,8000;3,96989;113,0000;37,3631;96,4000;32,2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu4MgSn;3;IM;IM;1,3888;0,112928;1143,1933;326,5594;0,7778;2,9229;0,8676;1,8117;0,2254;8,3333;3,81517;110,5000;41,8877;102,5000;37,8333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
CuNiTi;3;IM;IM;1,3287;0,071637;1675,5900;240,9695;-17,7778;9,7064;1,0986;1,7833;0,1721;8,3333;3,09121;143,3333;28,6744;148,6667;56,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CuTiZn;3;IM;IM;1,3783;0,055166;1330,4833;509,9896;-10,2222;4,0860;1,0986;1,6967;0,1506;9,0000;3,55903;106,6667;28,6744;118,0000;45,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Cu50Zr45Al5;3;AM;AM;1,4320;0,110455;1683,1585;412,4176;-24,7600;4,8103;0,8557;1,6290;0,2774;7,4500;3,55633;73,8000;68,1349;98,6500;40,1500;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
Cu50Zr47Al3;3;AM;AM;1,4354;0,111448;1707,0491;402,7835;-24,1616;3,7300;0,8066;1,6234;0,2806;7,4700;3,53399;72,2800;68,9121;98,5900;40,2900;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
Cu51.5Zr40.5Al8;3;AM;AM;1,4219;0,108847;1635,7692;421,1732;-25,0561;6,0292;0,9099;1,6460;0,2716;7,5250;3,59018;78,1800;66,6631;99,6850;40,1650;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,5
Cu52.5Zr42.5Al5;3;AM;AM;1,4238;0,110629;1663,9028;409,1666;-24,3725;4,7902;0,8517;1,6433;0,2763;7,6250;3,55449;77,3000;67,8492;100,2250;40,5250;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5
Cu53.2Zr41.8Al5;3;AM;AM;1,4216;0,110625;1658,5111;408,0889;-24,2434;4,7825;0,8501;1,6472;0,2759;7,6740;3,55243;78,2800;67,7366;100,6660;40,6300;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,8
Cu54Zr42.5Al3.5;3;AM;AM;1,4215;0,111505;1670,2673;400,9733;-23,8076;4,0058;0,8137;1,6476;0,2781;7,7450;3,53129;78,2600;68,2754;101,1250;40,8550;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5
Cu55Zr40Al5;3;AM;AM;1,4157;0,110506;1644,6470;404,9751;-23,8700;4,7597;0,8451;1,6575;0,2745;7,8000;3,54401;80,8000;67,3807;101,8000;40,9000;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
Cu58.1Zr35.9Al6;3;AM;AM;1,4039;0,109164;1608,8246;400,9385;-23,1197;5,1430;0,8521;1,6780;0,2690;8,0070;3,53171;85,9000;65,9951;103,7830;41,2950;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,9
Cu58.7Zr36.3Al3.5;3;AM;AM;1,4032;0,110590;1626,5446;390,8810;-22,5945;3,9888;0,7949;1,6796;0,2723;8,1360;3,48277;86,1320;66,8351;104,6508;41,6904;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,3
